"report_date","location","location_type","data_field","data_field_code","time_period","time_period_type","value","unit"
"2016-01-14","Guatemala-San_Marcos","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,2,"cases"
"2016-01-14","Guatemala-Sur","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
"2016-01-14","Guatemala-Alta_Verapaz","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-01-19,"Guatemala","country","total_zika_suspected","GT0001",NA,NA,25,"cases"
2016-01-19,"Guatemala-Zacapa","municipality","total_zika_suspected","GT0001",NA,NA,11,"cases"
2016-01-19,"Guatemala-Suchitepequez","municipality","total_zika_suspected","GT0001",NA,NA,9,"cases"
2016-01-19,"Guatemala-Izabal","municipality","total_zika_suspected","GT0001",NA,NA,2,"cases"
2016-01-19,"Guatemala-Peten_Sur_Oriental","municipality","total_zika_suspected","GT0001",NA,NA,1,"cases"
2016-01-19,"Guatemala-Nor_Occidente","municipality","total_zika_suspected","GT0001",NA,NA,1,"cases"
2016-01-19,"Guatemala-Quetzaltenango","municipality","total_zika_suspected","GT0001",NA,NA,1,"cases"
2016-01-26,"Guatemala","country","total_zika_suspected_cumulative","GT0007",NA,NA,78,"cases"
2016-01-26,"Guatemala-Zacapa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,30,"cases"
2016-01-26,"Guatemala-Quetzaltenango","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,29,"cases"
2016-01-26,"Guatemala-Suchitepequez","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,11,"cases"
2016-01-26,"Guatemala-Izabal","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,3,"cases"
2016-01-26,"Guatemala-El_Progreso","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-01-26,"Guatemala-Santa_Rosa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-01-26,"Guatemala-Nor_Occidente","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-01-26,"Guatemala-Peten_Sur_Oriental","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,2,"cases"
2016-01-26,"Guatemala","country","total_zika_confirmed_cumulative","GT0008",NA,NA,37,"cases"
2016-02-02,"Guatemala","country","total_zika_suspected_cumulative","GT0007",NA,NA,112,"cases"
2016-02-02,"Guatemala-Zacapa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,44,"cases"
2016-02-02,"Guatemala-Quetzaltenango","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,34,"cases"
2016-02-02,"Guatemala-Suchitepequez","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,11,"cases"
2016-02-02,"Guatemala-Izabal","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,7,"cases"
2016-02-02,"Guatemala-Santa_Rosa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,5,"cases"
2016-02-02,"Guatemala-Chiquimula","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,4,"cases"
2016-02-02,"Guatemala-Peten_Sur_Oriental","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,2,"cases"
2016-02-02,"Guatemala-El_Progreso","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-02-02,"Guatemala-Retalhuleu","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-02-02,"Guatemala-Nor_Occidente","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,2,"cases"
2016-02-02,"Guatemala-Sur","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-02-09,"Guatemala","country","total_zika_suspected","GT0001",NA,NA,57,"cases"
2016-02-09,"Guatemala-Zacapa","municipality","total_zika_suspected","GT0001",NA,NA,10,"cases"
2016-02-09,"Guatemala-Quetzaltenango","municipality","total_zika_suspected","GT0001",NA,NA,30,"cases"
2016-02-09,"Guatemala-Suchitepequez","municipality","total_zika_suspected","GT0001",NA,NA,9,"cases"
2016-02-09,"Guatemala-Izabal","municipality","total_zika_suspected","GT0001",NA,NA,1,"cases"
2016-02-09,"Guatemala-Chiquimula","municipality","total_zika_suspected","GT0001",NA,NA,3,"cases"
2016-02-09,"Guatemala-Santa_Rosa","municipality","total_zika_suspected","GT0001",NA,NA,0,"cases"
2016-02-09,"Guatemala-Peten_Sur_Oriental","municipality","total_zika_suspected","GT0001",NA,NA,1,"cases"
2016-02-09,"Guatemala-El_Progreso","municipality","total_zika_suspected","GT0001",NA,NA,0,"cases"
2016-02-09,"Guatemala-Retalhuleu","municipality","total_zika_suspected","GT0001",NA,NA,0,"cases"
2016-02-09,"Guatemala-Sacatepequez","municipality","total_zika_suspected","GT0001",NA,NA,1,"cases"
2016-02-09,"Guatemala-Escuintla","municipality","total_zika_suspected","GT0001",NA,NA,2,"cases"
2016-02-09,"Guatemala-Nor_Occidente","municipality","total_zika_suspected","GT0001",NA,NA,0,"cases"
2016-02-09,"Guatemala-Sur","municipality","total_zika_suspected","GT0001",NA,NA,0,"cases"
2016-02-09,"Guatemala","country","total_zika_suspected_cumulative","GT0007",NA,NA,174,"cases"
2016-02-09,"Guatemala-Zacapa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,57,"cases"
2016-02-09,"Guatemala-Quetzaltenango","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,66,"cases"
2016-02-09,"Guatemala-Suchitepequez","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,20,"cases"
2016-02-09,"Guatemala-Izabal","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,8,"cases"
2016-02-09,"Guatemala-Chiquimula","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,7,"cases"
2016-02-09,"Guatemala-Santa_Rosa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,5,"cases"
2016-02-09,"Guatemala-Peten_Sur_Oriental","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,3,"cases"
2016-02-09,"Guatemala-El_Progreso","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-02-09,"Guatemala-Retalhuleu","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-02-09,"Guatemala-Sacatepequez","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-02-09,"Guatemala-Escuintla","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,2,"cases"
2016-02-09,"Guatemala-Nor_Occidente","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,2,"cases"
2016-02-09,"Guatemala-Sur","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-02-09,"Guatemala","country","total_zika_confirmed_cumulative","GT0008",NA,NA,37,"cases"
2016-02-16,"Guatemala","country","total_zika_suspected_cumulative","GT0007",NA,NA,318,"cases"
2016-02-16,"Guatemala-Zacapa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,92,"cases"
2016-02-16,"Guatemala-Quetzaltenango","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,110,"cases"
2016-02-16,"Guatemala-Santa_Rosa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,17,"cases"
2016-02-16,"Guatemala-Suchitepequez","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,23,"cases"
2016-02-16,"Guatemala-Chiquimula","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,14,"cases"
2016-02-16,"Guatemala-Retalhuleu","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,11,"cases"
2016-02-16,"Guatemala-Izabal","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,13,"cases"
2016-02-16,"Guatemala-Peten_Sur_Oriental","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,5,"cases"
2016-02-16,"Guatemala-Escuintla","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,11,"cases"
2016-02-16,"Guatemala-San_Marcos","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,14,"cases"
2016-02-16,"Guatemala-El_Progreso","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-02-16,"Guatemala-Nor_Occidente","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,3,"cases"
2016-02-16,"Guatemala-Sacatepequez","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-02-16,"Guatemala-Jutiapa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-02-16,"Guatemala-Central","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-02-16,"Guatemala-Sur","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-02-16,"Guatemala","country","total_zika_confirmed_cumulative","GT0008",NA,NA,127,"cases"
2016-02-16,"Guatemala","country","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,19,"cases"
"2016-02-23","Guatemala","country","total_zika_suspected","GT0001",NA,NA,127,"cases"
"2016-02-23","Guatemala-Zacapa","municipality","total_zika_suspected","GT0001",NA,NA,12,"cases"
"2016-02-23","Guatemala-Quetzaltenango","municipality","total_zika_suspected","GT0001",NA,NA,49,"cases"
"2016-02-23","Guatemala-Santa_Rosa","municipality","total_zika_suspected","GT0001",NA,NA,10,"cases"
"2016-02-23","Guatemala-Retalhuleu","municipality","total_zika_suspected","GT0001",NA,NA,11,"cases"
"2016-02-23","Guatemala-Suchitepequez","municipality","total_zika_suspected","GT0001",NA,NA,4,"cases"
"2016-02-23","Guatemala-Chiquimula","municipality","total_zika_suspected","GT0001",NA,NA,3,"cases"
"2016-02-23","Guatemala-Izabal","municipality","total_zika_suspected","GT0001",NA,NA,6,"cases"
"2016-02-23","Guatemala-Peten_Sur_Oriental","municipality","total_zika_suspected","GT0001",NA,NA,4,"cases"
"2016-02-23","Guatemala-San_Marcos","municipality","total_zika_suspected","GT0001",NA,NA,18,"cases"
"2016-02-23","Guatemala-Escuintla","municipality","total_zika_suspected","GT0001",NA,NA,0,"cases"
"2016-02-23","Guatemala-Jutiapa","municipality","total_zika_suspected","GT0001",NA,NA,5,"cases"
"2016-02-23","Guatemala-El_Progreso","municipality","total_zika_suspected","GT0001",NA,NA,0,"cases"
"2016-02-23","Guatemala-Sur","municipality","total_zika_suspected","GT0001",NA,NA,3,"cases"
"2016-02-23","Guatemala-Nor_Occidente","municipality","total_zika_suspected","GT0001",NA,NA,0,"cases"
"2016-02-23","Guatemala-Central","municipality","total_zika_suspected","GT0001",NA,NA,2,"cases"
"2016-02-23","Guatemala-Sacatepequez","municipality","total_zika_suspected","GT0001",NA,NA,0,"cases"
"2016-02-23","Guatemala","country","total_zika_suspected_cumulative","GT0007",NA,NA,445,"cases"
"2016-02-23","Guatemala-Zacapa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,104,"cases"
"2016-02-23","Guatemala-Quetzaltenango","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,159,"cases"
"2016-02-23","Guatemala-Santa_Rosa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,27,"cases"
"2016-02-23","Guatemala-Retalhuleu","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,22,"cases"
"2016-02-23","Guatemala-Suchitepequez","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,27,"cases"
"2016-02-23","Guatemala-Chiquimula","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,17,"cases"
"2016-02-23","Guatemala-Izabal","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,19,"cases"
"2016-02-23","Guatemala-Peten_Sur_Oriental","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,9,"cases"
"2016-02-23","Guatemala-San_Marcos","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,32,"cases"
"2016-02-23","Guatemala-Escuintla","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,11,"cases"
"2016-02-23","Guatemala-Jutiapa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,6,"cases"
"2016-02-23","Guatemala-El_Progreso","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
"2016-02-23","Guatemala-Sur","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,4,"cases"
"2016-02-23","Guatemala-Nor_Occidente","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,3,"cases"
"2016-02-23","Guatemala-Central","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,3,"cases"
"2016-02-23","Guatemala-Sacatepequez","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
"2016-02-23","Guatemala-Suchitepequez","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,30,"cases"
"2016-02-23","Guatemala-Zacapa","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,15,"cases"
"2016-02-23","Guatemala-San_Marcos","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,13,"cases"
"2016-02-23","Guatemala-Santa_Rosa","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,10,"cases"
"2016-02-23","Guatemala-Chiquimula","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,9,"cases"
"2016-02-23","Guatemala-Quetzaltenango","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,9,"cases"
"2016-02-23","Guatemala-Escuintla","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,8,"cases"
"2016-02-23","Guatemala-Central","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,8,"cases"
"2016-02-23","Guatemala-Retalhuleu","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,7,"cases"
"2016-02-23","Guatemala-Quiche","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,5,"cases"
"2016-02-23","Guatemala-Sacatepequez","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,3,"cases"
"2016-02-23","Guatemala-Nor_Occidente","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,2,"cases"
"2016-02-23","Guatemala-Sur","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,2,"cases"
"2016-02-23","Guatemala-Alta_Verapaz","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,1,"cases"
"2016-02-23","Guatemala-Baja_Verapaz","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,1,"cases"
"2016-02-23","Guatemala-El_Progreso","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,1,"cases"
"2016-02-23","Guatemala-Ixcan","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,1,"cases"
"2016-02-23","Guatemala-Izabal","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,1,"cases"
"2016-02-23","Guatemala-Peten_Sur_Oriental","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,1,"cases"
"2016-02-23","Guatemala-Suchitepequez","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,7,"cases"
"2016-02-23","Guatemala-Retalhuleu","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,5,"cases"
"2016-02-23","Guatemala-Zacapa","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,4,"cases"
"2016-02-23","Guatemala-Central","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,2,"cases"
"2016-02-23","Guatemala-Escuintla","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,1,"cases"
"2016-02-23","Guatemala-Sacatepequez","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,1,"cases"
"2016-02-23","Guatemala-San_Marcos","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,1,"cases"
2016-03-01,"Guatemala","country","total_zika_suspected_cumulative","GT0007",NA,NA,529,"cases"
2016-03-01,"Guatemala-Zacapa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,107,"cases"
2016-03-01,"Guatemala-Quetzaltenango","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,176,"cases"
2016-03-01,"Guatemala-Santa_Rosa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,36,"cases"
2016-03-01,"Guatemala-Retalhuleu","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,28,"cases"
2016-03-01,"Guatemala-Peten_Sur_Oriental","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,13,"cases"
2016-03-01,"Guatemala-Chiquimula","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,21,"cases"
2016-03-01,"Guatemala-Suchitepequez","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,29,"cases"
2016-03-01,"Guatemala-Izabal","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,22,"cases"
2016-03-01,"Guatemala-San_Marcos","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,50,"cases"
2016-03-01,"Guatemala-Jutiapa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,13,"cases"
2016-03-01,"Guatemala-Escuintla","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,11,"cases"
2016-03-01,"Guatemala-Baja_Verapaz","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,3,"cases"
2016-03-01,"Guatemala-Central","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,9,"cases"
2016-03-01,"Guatemala-El_Progreso","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-03-01,"Guatemala-Jalapa","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,2,"cases"
2016-03-01,"Guatemala-Nor_Occidente","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,4,"cases"
2016-03-01,"Guatemala-Peten_Sur_Occidental","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-03-01,"Guatemala-Sacatepequez","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,1,"cases"
2016-03-01,"Guatemala-Sur","municipality","total_zika_suspected_cumulative","GT0007",NA,NA,2,"cases"
2016-03-01,"Guatemala","country","total_zika_confirmed_cumulative","GT0008",NA,NA,142,"cases"
2016-03-01,"Guatemala-Suchitepequez","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,30,"cases"
2016-03-01,"Guatemala-Zacapa","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,17,"cases"
2016-03-01,"Guatemala-Quetzaltenango","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,13,"cases"
2016-03-01,"Guatemala-San_Marcos","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,13,"cases"
2016-03-01,"Guatemala-Chiquimula","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,10,"cases"
2016-03-01,"Guatemala-Escuintla","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,10,"cases"
2016-03-01,"Guatemala-Central","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,10,"cases"
2016-03-01,"Guatemala-Santa_Rosa","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,10,"cases"
2016-03-01,"Guatemala-Retalhuleu","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,7,"cases"
2016-03-01,"Guatemala-El_Quiche","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,5,"cases"
2016-03-01,"Guatemala-Jutiapa","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,3,"cases"
2016-03-01,"Guatemala-Sacatepequez","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,3,"cases"
2016-03-01,"Guatemala-El_Progreso","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,2,"cases"
2016-03-01,"Guatemala-Nor_Occidente","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,2,"cases"
2016-03-01,"Guatemala-Sur","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,2,"cases"
2016-03-01,"Guatemala-Alta_Verapaz","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,1,"cases"
2016-03-01,"Guatemala-Baja_Verapaz","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,1,"cases"
2016-03-01,"Guatemala-Ixcan","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,1,"cases"
2016-03-01,"Guatemala-Izabal","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,1,"cases"
2016-03-01,"Guatemala-Peten_Sur_Oriental","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,1,"cases"
2016-03-01,"Guatemala-Nor_Oriente","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,0,"cases"
2016-03-01,"Guatemala-Jalapa","municipality","total_zika_confirmed_cumulative","GT0008",NA,NA,0,"cases"
2016-03-01,"Guatemala","country","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,25,"cases"
2016-03-01,"Guatemala-Suchitepequez","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,6,"cases"
2016-03-01,"Guatemala-Zacapa","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,4,"cases"
2016-03-01,"Guatemala-Quetzaltenango","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,3,"cases"
2016-03-01,"Guatemala-San_Marcos","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,1,"cases"
2016-03-01,"Guatemala-Chiquimula","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,1,"cases"
2016-03-01,"Guatemala-Escuintla","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,2,"cases"
2016-03-01,"Guatemala-Central","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,2,"cases"
2016-03-01,"Guatemala-Santa_Rosa","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,0,"cases"
2016-03-01,"Guatemala-Retalhuleu","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,5,"cases"
2016-03-01,"Guatemala-El_Quiche","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,0,"cases"
2016-03-01,"Guatemala-Jutiapa","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,0,"cases"
2016-03-01,"Guatemala-Sacatepequez","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,1,"cases"
2016-03-01,"Guatemala-El_Progreso","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,0,"cases"
2016-03-01,"Guatemala-Nor_Occidente","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,0,"cases"
2016-03-01,"Guatemala-Sur","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,0,"cases"
2016-03-01,"Guatemala-Alta_Verapaz","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,0,"cases"
2016-03-01,"Guatemala-Baja_Verapaz","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,0,"cases"
2016-03-01,"Guatemala-Ixcan","municipality","total_zika_confirmed_pregnant_cumulative","GT0010",NA,NA,0,"cases"
